78.3048,0.6370,0.9426,0.7715,0.7562,0.6792,0.8666,0.6351,0.8238,0.8976,0.8549,
78.4598,0.2530,0.9780,0.6650,0.9040,0.7730,0.8820,0.5940,0.1460,0.8920,0.8360,
79.2227,0.7077,0.9448,0.7493,0.7121,0.7174,0.8668,0.5509,0.8574,0.8856,0.8443,
78.2447,0.3870,0.9810,0.6870,0.8000,0.7320,0.9130,0.6820,0.2990,0.8730,0.8790,
76.2867,0.6698,0.9286,0.7171,0.6987,0.6513,0.9026,0.6096,0.8744,0.8377,0.8384,
77.1027,0.3140,0.9850,0.6660,0.7340,0.7230,0.9610,0.6650,0.1580,0.7410,0.8790,
74.5188,0.5999,0.9259,0.7272,0.6556,0.6152,0.8716,0.6222,0.8316,0.8688,0.7856,
74.8918,0.3250,0.9860,0.6780,0.7430,0.7420,0.9630,0.6280,0.0780,0.7520,0.8770,
76.9347,0.7084,0.9058,0.6815,0.7331,0.6773,0.8341,0.5675,0.8485,0.8704,0.7767,
75.8592,0.5100,0.9870,0.4880,0.7460,0.6270,0.9450,0.6780,0.1080,0.7670,0.8660,
75.4511,0.6789,0.8972,0.6969,0.6621,0.6443,0.8781,0.5872,0.8606,0.8441,0.8254,
75.5688,0.5470,0.9920,0.4940,0.7020,0.6140,0.9470,0.6600,0.1270,0.7390,0.8460,
73.2756,0.6336,0.9128,0.6759,0.6903,0.6102,0.7962,0.5999,0.7831,0.8445,0.7550,
72.8867,0.5490,0.9910,0.4970,0.6990,0.6160,0.8910,0.6600,0.1520,0.7370,0.8530,
73.5537,0.6110,0.9061,0.7032,0.6822,0.6195,0.7985,0.5395,0.8255,0.8262,0.7976,
72.9325,0.5490,0.9910,0.5050,0.7030,0.6220,0.8050,0.6150,0.1270,0.7150,0.8560,
69.8216,0.5918,0.8611,0.6732,0.6425,0.6396,0.7902,0.5652,0.7363,0.8305,0.7815,
70.9347,0.4560,0.9910,0.2890,0.7100,0.5360,0.8430,0.6550,0.1270,0.7040,0.8620,
72.4787,0.5994,0.9016,0.6177,0.6837,0.6457,0.8165,0.5230,0.7643,0.7846,0.7252,
70.3402,0.4560,0.9920,0.3920,0.7050,0.4640,0.8840,0.6110,0.0970,0.7180,0.3270,
67.3310,0.6265,0.9035,0.6240,0.6608,0.6354,0.7784,0.5058,0.6974,0.7602,0.6252,
67.8565,0.1080,0.9920,0.2590,0.7120,0.4970,0.8990,0.6140,0.0950,0.7090,0.3260,
69.9362,0.5753,0.8780,0.6116,0.6346,0.5847,0.7655,0.4971,0.7572,0.8006,0.7357,
68.1625,0.1120,0.9900,0.2530,0.7290,0.4970,0.8460,0.6120,0.1040,0.7100,0.7660,
67.9388,0.5175,0.8734,0.6048,0.5877,0.5617,0.8250,0.5146,0.8359,0.8212,0.6641,
67.7843,0.1480,0.9940,0.2520,0.3160,0.5900,0.8910,0.5870,0.1050,0.7620,0.7600,
64.9449,0.5403,0.8056,0.6511,0.5934,0.5646,0.6996,0.5460,0.6601,0.7817,0.7570,
65.7400,0.0990,0.9960,0.2290,0.3030,0.5840,0.8890,0.6000,0.1050,0.7430,0.7600,
65.9489,0.5213,0.8192,0.5976,0.5763,0.5818,0.7717,0.4943,0.7583,0.6963,0.8015,
65.8551,0.0240,0.9980,0.2590,0.1490,0.6570,0.8660,0.4180,0.1100,0.7200,0.7490,
63.4973,0.4792,0.8375,0.6541,0.5504,0.5238,0.7569,0.5023,0.7843,0.7717,0.6386,
64.6614,0.0250,0.9960,0.2740,0.1470,0.6090,0.8990,0.4340,0.1100,0.5960,0.7450,
