25.0382,37.1759
23.5622,38.6853
22.8356,39.5448
21.3975,39.4362
-6.7319,50.9665
1.0092,43.9874
-1.9003,47.7054
-5.5956,52.3469
-7.3394,43.8484
-5.6852,25.3641
-5.8402,27.1544
-10.0223,30.9061
-9.6554,31.3267
-13.0566,30.5502
-13.8505,32.0912
-11.5160,37.9048
-13.5228,35.0379
-14.6459,35.4533
-13.9295,34.4445
-16.9992,35.5249
-17.9854,37.3134
-16.7074,36.2797
-17.1373,36.7844
-17.1496,36.7890
-11.3293,26.7919
-11.4934,26.8965
-11.5558,25.9596
-11.0372,25.0596
-10.8216,25.0022
-12.4773,28.7004
-12.7201,28.2405
-12.8603,27.7562
-12.8544,27.6508
-12.7043,27.9558
-12.7043,27.9558
-12.7043,27.9558
-12.7043,27.9558
-12.7043,27.9558
-12.7043,27.9558
-12.7043,27.9558
-12.7043,27.9558
-12.7043,27.9558
-12.7043,27.9558
-12.7043,27.9558
-12.7043,27.9558
-12.7043,27.9558
-12.7043,27.9558
-12.7043,27.9558
-12.7043,27.9558
-13.6103,28.9180
-13.6192,28.9506
-15.7082,30.5385
-15.7641,30.5092
-15.9508,30.5465
-15.0809,25.1651
-13.8055,23.3710
-12.9317,19.8902
-14.1339,19.4320
-16.4395,21.2560
-13.5252,10.2580
-2.7255,4.7567
-5.3717,2.7324
-3.7317,2.7575
-3.8473,2.5727
