25.0382,37.1759
25.2536,36.7786
24.4671,38.4075
24.4455,38.3836
24.3481,38.7458
24.3210,38.7827
24.1202,38.9851
22.6103,38.2623
22.5409,38.6399
22.5295,38.6294
22.4296,33.3213
22.4072,33.3278
22.3671,33.3649
21.2238,34.8743
21.4970,33.6843
23.3226,36.3485
23.3176,36.3504
25.2611,32.4075
25.6818,32.1107
22.3894,35.9796
21.9303,36.6288
18.0405,34.2464
8.8931,16.3236
6.3087,14.3431
2.9495,15.0468
-1.7407,19.9307
-1.7493,19.9211
-1.9302,20.5202
-3.8110,16.8590
-3.8663,16.8948
-3.8571,16.5607
-6.2977,18.9696
-6.2071,19.2485
-6.3970,18.9394
-7.7423,20.0759
-7.5000,24.0367
-3.0194,9.4367
-3.0573,9.4359
-2.8798,8.6008
-2.8437,8.5999
-2.8437,8.5999
-2.8437,8.5999
-2.8437,8.5999
-2.8437,8.5999
-2.8437,8.5999
-2.8437,8.5999
-2.8437,8.5999
-2.8437,8.5999
-2.8437,8.5999
-2.8437,8.5999
-2.8437,8.5999
-2.8437,8.5999
-2.8437,8.5999
-2.8437,8.5999
-2.8437,8.5999
-3.2349,8.8918
-2.6761,7.7340
-2.6761,7.7340
-2.9196,6.2384
-3.1377,2.1775
-3.1377,2.1775
-3.1777,2.1508
-3.1777,2.1508
1.1463,-0.8508
