25.0382,37.1759
27.1107,36.2293
22.8989,40.3891
22.6539,40.8285
23.7818,39.6822
28.9385,34.2492
30.7940,32.0893
30.1049,32.8205
30.1402,32.7847
30.7342,32.1283
30.8643,32.0699
30.8895,32.0429
30.9494,31.8711
30.7784,32.0494
30.7648,32.0327
30.7022,32.1105
30.6883,32.1258
30.6883,32.1258
30.6883,32.1258
30.6883,32.1258
30.6883,32.1258
30.6883,32.1258
30.6883,32.1258
30.6883,32.1258
30.6883,32.1258
30.6883,32.1258
30.6883,32.1258
30.6883,32.1258
30.6883,32.1258
30.6883,32.1258
30.6883,32.1258
30.6883,32.1258
30.6922,32.1385
30.7378,32.0129
30.7425,32.0022
30.7423,32.0024
30.6135,32.2482
30.6074,32.2902
30.5493,32.3929
30.2640,32.9143
30.2620,32.9009
30.8094,32.2261
30.7971,32.2307
30.5150,32.5109
30.9651,32.0648
30.7389,32.4603
30.6650,32.5315
30.2426,33.0968
30.3802,32.6763
28.9651,33.9160
31.6324,31.4203
31.3622,31.9492
30.9829,31.8523
32.4108,30.2784
33.5911,29.1952
34.3786,27.2049
30.5009,27.7963
22.9091,24.5555
22.0103,25.5503
19.2987,30.7097
22.4489,22.8047
10.1046,6.1763
3.3006,3.6335
2.4606,4.3652
