36.2410,0.2538,0.4989,0.4058,0.2813,0.2057,0.4567,0.2919,0.4175,0.5875,0.3674,
37.8590,0.0030,0.9910,0.5280,0.1770,0.4340,0.8880,0.2590,0.1040,0.5870,0.7870,
36.2474,0.2892,0.5929,0.4130,0.2491,0.2421,0.3898,0.3477,0.3637,0.4830,0.3066,
36.9761,0.0040,0.9910,0.5440,0.1780,0.4140,0.8880,0.2390,0.1040,0.5730,0.7860,
33.2535,0.3082,0.3852,0.4322,0.2286,0.2312,0.4193,0.2885,0.3406,0.4751,0.3156,
34.4120,0.0020,0.9940,0.3900,0.0000,0.2470,0.8770,0.2950,0.1020,0.5820,0.7860,
32.0176,0.2283,0.4045,0.3584,0.3031,0.2047,0.3253,0.2711,0.3241,0.6220,0.2625,
33.2037,0.0030,0.9930,0.3760,0.0000,0.2140,0.8810,0.2340,0.0830,0.5710,0.7860,
30.8587,0.2358,0.3128,0.3167,0.2764,0.2047,0.2907,0.2752,0.2819,0.5020,0.3435,
30.5902,0.0000,0.9930,0.3420,0.0000,0.2260,0.8870,0.2360,0.0840,0.5620,0.6980,
29.4209,0.1699,0.4118,0.3372,0.2901,0.1749,0.2945,0.2479,0.2289,0.4340,0.2744,
28.8792,0.0000,0.9880,0.3570,0.0000,0.2530,0.8810,0.2330,0.0860,0.5920,0.7170,
26.1075,0.2241,0.2906,0.3129,0.1884,0.1355,0.3070,0.2697,0.2502,0.3954,0.3135,
27.0086,0.0000,0.9880,0.3630,0.0000,0.2590,0.8740,0.2370,0.0400,0.6200,0.0010,
25.6721,0.2578,0.3465,0.3373,0.1490,0.1076,0.1949,0.2414,0.1272,0.5052,0.1887,
24.7241,0.0000,0.9800,0.3680,0.0000,0.1350,0.8660,0.2670,0.0420,0.6620,0.0010,
23.3507,0.1928,0.2354,0.3171,0.2179,0.1166,0.1927,0.1799,0.1764,0.4232,0.2828,
23.5173,0.0000,0.9890,0.3550,0.0000,0.1250,0.6200,0.3390,0.0720,0.7010,0.0010,
23.7868,0.1768,0.2083,0.2557,0.1733,0.0964,0.2690,0.1715,0.2234,0.4245,0.2566,
22.6925,0.0000,0.9860,0.3660,0.0010,0.1140,0.6450,0.0500,0.0720,0.7190,0.0010,
21.8815,0.2332,0.1485,0.1864,0.1258,0.1365,0.1788,0.1564,0.1529,0.5438,0.1686,
20.3973,0.0000,0.5160,0.4810,0.0000,0.0000,0.6440,0.0240,0.0750,0.7340,0.0000,
17.5471,0.1442,0.1258,0.2702,0.0648,0.0634,0.1345,0.0980,0.0950,0.5394,0.1624,
17.1110,0.0000,0.6070,0.0840,0.0000,0.0000,0.7420,0.0520,0.0090,0.8860,0.0000,
15.3874,0.1470,0.1525,0.1800,0.0391,0.0318,0.0822,0.0776,0.0893,0.5735,0.1190,
14.9782,0.0000,0.6070,0.0900,0.0000,0.0000,0.5710,0.0560,0.0000,0.4660,0.0000,
14.5508,0.1402,0.1619,0.1357,0.0046,0.0100,0.1163,0.0920,0.0871,0.6709,0.0630,
14.8829,0.0000,0.6990,0.0360,0.0000,0.0000,0.5030,0.0770,0.0000,0.5020,0.0000,
12.9704,0.1110,0.0425,0.0485,0.0407,0.0242,0.0304,0.0832,0.0397,0.7913,0.0228,
12.3804,0.0000,0.6990,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.7260,0.0000,
10.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,
10.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,
