61.5217,0.5298,0.8014,0.6029,0.5001,0.5974,0.7688,0.4699,0.6399,0.6895,0.6883,
63.1153,0.7120,0.4290,0.9030,0.7970,0.3530,0.8710,0.6270,0.9910,0.9170,0.8910,
64.2175,0.5304,0.7658,0.6203,0.5220,0.4689,0.7326,0.4823,0.7238,0.7579,0.6914,
63.2084,0.7610,0.4330,0.9230,0.8080,0.4680,0.8680,0.5230,0.9920,0.9270,0.8870,
60.9328,0.5337,0.7589,0.5721,0.5311,0.4609,0.6824,0.4477,0.6480,0.7240,0.6354,
60.2561,0.7380,0.4520,0.9230,0.8070,0.4770,0.8680,0.5350,0.9920,0.9240,0.8870,
55.1189,0.4855,0.7081,0.5982,0.4560,0.3922,0.6743,0.4931,0.6172,0.7236,0.6171,
58.0006,0.7630,0.6140,0.8750,0.5960,0.5650,0.8700,0.4260,0.9920,0.9580,0.8780,
57.7256,0.4414,0.7139,0.6385,0.4836,0.4398,0.6730,0.4458,0.6477,0.6371,0.5977,
57.4673,0.7660,0.2240,0.8680,0.6050,0.5660,0.8250,0.4220,0.9850,0.9610,0.9290,
53.9366,0.4594,0.7674,0.5482,0.4938,0.4107,0.6316,0.4588,0.5524,0.6889,0.5958,
56.3573,0.6920,0.2240,0.7860,0.6110,0.6220,0.8330,0.4180,0.9850,0.9650,0.9290,
56.8182,0.4627,0.7521,0.5957,0.4754,0.3629,0.6185,0.4324,0.6387,0.7184,0.5600,
56.3818,0.6840,0.2250,0.8140,0.6100,0.3320,0.8440,0.3780,0.9950,0.9770,0.8480,
51.3795,0.3873,0.6478,0.5160,0.3588,0.4145,0.6179,0.4460,0.6542,0.6939,0.6013,
53.6294,0.6110,0.2210,0.7850,0.6120,0.3260,0.8440,0.4110,0.9950,0.9780,0.8480,
53.6745,0.4244,0.6974,0.5291,0.4223,0.3521,0.6360,0.4450,0.5557,0.6764,0.5873,
53.5143,0.6380,0.2210,0.7890,0.6440,0.3140,0.8410,0.3770,0.9950,0.9730,0.8510,
49.8096,0.3465,0.6132,0.4805,0.3414,0.3941,0.5979,0.4359,0.5751,0.6007,0.5663,
49.8098,0.6380,0.0940,0.7950,0.6320,0.3100,0.7980,0.3780,0.9960,0.9720,0.8370,
49.1439,0.4746,0.6683,0.4178,0.3937,0.3286,0.5247,0.4543,0.4244,0.6308,0.4903,
48.4527,0.6890,0.2830,0.8400,0.6930,0.3000,0.7970,0.3660,0.9970,0.9680,0.8020,
44.2490,0.3698,0.6088,0.4208,0.3552,0.3603,0.4974,0.3603,0.5362,0.6801,0.4151,
46.4300,0.8050,0.3340,0.6450,0.7010,0.2730,0.7480,0.3780,0.9980,0.9700,0.7340,
44.3204,0.3597,0.5724,0.4722,0.3714,0.3154,0.5153,0.3539,0.4317,0.6287,0.4462,
44.9967,0.8280,0.3220,0.6230,0.7100,0.1180,0.7530,0.0830,0.9980,0.9730,0.7340,
41.1938,0.3030,0.5931,0.4505,0.4049,0.2637,0.4704,0.4163,0.4169,0.5046,0.4478,
43.1410,0.8310,0.4070,0.6650,0.7490,0.1620,0.8290,0.1330,0.9970,0.9530,0.7350,
43.2125,0.3483,0.5497,0.3806,0.3496,0.2503,0.5406,0.3731,0.4754,0.5902,0.4176,
43.2080,0.8880,0.6810,0.7190,0.5150,0.1010,0.8610,0.1810,0.9970,0.8900,0.7540,
42.3052,0.2433,0.4936,0.4574,0.3419,0.3210,0.4940,0.3443,0.4752,0.5487,0.4945,
42.6198,0.7360,0.6570,0.8720,0.5280,0.0970,0.8070,0.2920,0.9950,0.9070,0.7760,
